Event,Platform,User,Comments,Likes,Date,Sentiment,Emotion,Most Common Keyword
State of Play,Youtube,@marekh.3449,"I am so tired of PC port, PC port and Pc port. Instead of working of new IP games or gamez like GoT 2, Days Gone 2, Sekiro 2, just remakes and PC port.",0,2 weeks ago,Negative,Fear,Remake
State of Play,Youtube,@MahmoudMoustafa-xz3un,The absolute state of Play,1,2 weeks ago,Negative,Fear,State of Play
State of Play,Youtube,@IMightJustGetMe,"Literally the worst state of play by far! No big announcements, no surprises, nothing we want at all (except astro)........ With Xbox failing as bad as it is right now, you'd have thought Sony would have taken this time to put a nail in it's coffin, but instead...... it's like it's trying to compete with them for who can fall the hardest! Very disappointed.",0,2 weeks ago,Negative,Sad,xbox
State of Play,Youtube,@tommytelstar,This was a live Service and PC show. Sony frequent contempt for its own fans is ongoing. And Sony desperation to fill the multi=player vacuum is embarrassing. The PR sham of starting a  5v5 game like it's a Sony style single player game is transparent BS. Sony is scum and always will be. Just like the other 2 platforms.,0,2 weeks ago,Negative,Fear,sony
State of Play,Youtube,@G-ForceLogic,"Another fps live service,, yah",1,2 weeks ago,Positive,Happy,
State of Play,Youtube,@SketchyFPS,This was...sad lol,1,2 weeks ago,Negative,Sad,
State of Play,Youtube,@AliMalik-ft2qc,Wow this game is amazing,1,2 weeks ago,Positive,Surprise,game
State of Play,Youtube,@weedybitz420,Woow so besides psvr2 games and monster hunter wilds playstation basicaly has nothing this years..... glad i have an xbox this year lool,1,2 weeks ago,Positive,Happy,xbox
State of Play,Youtube,@JamalJohnson177,Honestly this is pretty disappointing I don’t see myself buying any of these,0,2 weeks ago,Positive,Happy,disappointing
State of Play,Youtube,@Josedinho_-,Asad Qizilbash needs to get fired,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,               @raggilsuliza             ,Yo what?? hahaha These games are not even better than Shadow of Colossus remastered on PS4.,0,2 weeks ago,Negative,Sad,
State of Play,Youtube,@ashufo6272,better make new KILLZONE multiplayer game!!!!,0,2 weeks ago,Negative,Sad,game
State of Play,Youtube,@bercerus,9:50   Yeah..... at top right.   we need to see character's pronoun at character selection screen.   so players will not misgender them.,0,2 weeks ago,Negative,Fear,
State of Play,Youtube,@bobboberson6792,Who is Infinity Nikki even for lol,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@vandibox,The absolute state of play,0,2 weeks ago,Negative,Fear,State of Play
State of Play,Youtube,@jordanbtucker,Probably the worst State of Play I've ever seen.,1,2 weeks ago,Negative,Sad,State of Play
State of Play,Youtube,@RawWrath,I'm so glad I moved on to PC when ps5 cameout the ps5 lineup of games has been trash,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@ACoolKidNamedSir,"People will always find a way to complain lol Monster Hunter Wilds, Astrobot and Marvel Rivals looked great.",0,2 weeks ago,Positive,Happy,astrobot
State of Play,Youtube,@splayzer,"Massive L! Seriously, at what point studios will start to learn from past failures? Concord and Marvels Overwatch, two heavily DEI products that absolutely no one is asking for, almost guaranteed DOA! The market is oversaturated with MTP live services garbage, I guess these people don't see what is happening with SSKTJL. Scroll through the comments: people are more excited for Astro Bot than anything else that was shown here, that should tell you enough! This is really one of the worst generations of gaming we're living in! Absolutely dreadful. Pathetic is an understatement...",1,2 weeks ago,Negative,Sad,astro
State of Play,Youtube,@engagingweirdo,"The only w’s I see from this showcase were gow, until dawn, Astro bot, and silent hill 2. Other than that, I may not watch another state of play, it’s becoming a waste of my time. Live service is ruining the gaming industry bcuz of how their doing it",0,2 weeks ago,Negative,Sad,gow
State of Play,Youtube,@rex7a,What the F happened to Angela,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@ottolehto,"Disappointing, bland, soulless. The state of play is weak. Nothing new or unpredictable. Even Astro Bot, the only highlight, was not announced for PSVR2 in another huge disappointment. Sony needs to rethink its direction!!",0,2 weeks ago,Negative,Sad,sony
State of Play,Youtube,@BrysonOllis,TBH…I’m actually disappointed fr ,0,2 weeks ago,Negative,Sad,disappointed
State of Play,Youtube,@EvilWorldOfGreed-do1ox,"Playstation State Of Play is that consoles are seriously lacking in CPU and GPU compute power, slowing the progress of PC gaming to a snails pace. You can witness this simply by the typical slashers on show here and in all open world games. There are only a pathetic one or three NPC's using asset instances rendered to be animated on screen at one time hence the CPU and GPU compute power is seriously lacking. Games are released for the least hardware capable devices being consoles for compatibility reasons. For this reason consoles are slowing down more capable PC hardware gaming. It's a joke that in 2024 games cannot render varied animated worlds with thousands of varied fully animated game assets all with different proportions without the need for copied game asset instancing.",0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@IAMNOTRANA,ONE GAME.,1,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@dtmxploaded,I'm trying to think of what stood out. ?,0,2 weeks ago,Negative,Fear,
State of Play,Youtube,@motherbrainisthename,Concord is possibly the most generic and boring looking game revealed in a long time. I'm excited for Astro though. Maybe one day Asobi will make a new Ape Escape game. A guy can dream.,0,2 weeks ago,Negative,Sad,game
State of Play,Youtube,@splsila,Assim marca o fim de uma história jogando com um sony,1,2 weeks ago,Positive,Happy,sony
State of Play,Youtube,@Magnisus,PSN in Balkan countries please.,1,2 weeks ago,Positive,Happy,
State of Play,Youtube,@akatsuki0,Angry Karen's are going out of control in every game these days,1,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@emptyshogun,Eastern devs are really carrying the industry on their back right now,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@dassbear,dynasty warriors big W,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@alexiosCZ94,"TOTAL DISAPPOINTMENT. What the f*ck Sony?!!  We are all really excited about the announcement of GoW Ragnarok on PC at Sony's State of Play (Irony)... Think for yourself, Sony. Ridiculous.",0,2 weeks ago,Negative,Sad,sony
State of Play,Youtube,@dusermiginte4647,State Of Decay. (Not the videogame).,0,2 weeks ago,Negative,Sad,State of Decay
State of Play,Youtube,@CatdaddyM,"Gen Z Fortnite looking Live service games are coming.. face it shareholders, the results are in, this formula ain’t working anymore.. Go back to focusing on single player games.",2,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@Brit-One,"Well that was a waste of time, nothing looked that interesting",1,2 weeks ago,Positive,Happy,
State of Play,Youtube,@manuelnobile2070,Ci siamo pronti,1,2 weeks ago,Positive,Happy,
State of Play,Youtube,@CeeDoubleYou3,Why waste this platform to announce a rerelease of a 10 year old game (Until Dawn)? Dumb,0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@filmnmusic1,This was the most pathetic State of Play ever. I am officially done with Playstation.,0,2 weeks ago,Negative,Sad,playstation
State of Play,Youtube,@jacobdelvalle7174,Like where are the ps5 games.... this was the the worst state of play like so boring.,0,2 weeks ago,Negative,Sad,boring
State of Play,Youtube,@Caapcom01,Overall it was oke,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@DaBoyToday,No gta6 why ,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@Krhys1,"State of Decay, more like",0,2 weeks ago,Negative,Sad,State of Decay
State of Play,Youtube,@YeTism,Astro bot carried,0,2 weeks ago,Positive,Happy,astro
State of Play,Youtube,@diegorafael000,where is bloodborne sony?!,0,2 weeks ago,Positive,Happy,sony
State of Play,Youtube,@dannymusic47,Best game shown was Slient hill thats it ,0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@DarkLordSauronrocks,Chat how many dislikes does this video have?,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@braxtondeleeuw6563,So no spider man dlc or wha,1,2 weeks ago,Positive,Happy,
State of Play,Youtube,@HIGHRISE_481,Everything sh** except Concord,0,2 weeks ago,Positive,Happy,concord
State of Play,Youtube,@Adrimmm,Wheres LittleBigPlanet or Sackboy? ,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@Idrcatall,You know they really fell off when Astro is their only decent game in the whole state of play enough of this multiplayer era!!! I blame fortnite,0,2 weeks ago,Negative,Angry,game
State of Play,Youtube,@MadKurama99,"Less then 120 fps ,not gonna buy a single one. Only gonna play poe 2.",0,2 weeks ago,Negative,Fear,poe
State of Play,Youtube,@X_POGO_GAMER_X,DISAPPOINTING.  Xbox are leagues ahead of PlayStation,2,2 weeks ago,Negative,Sad,xbox
State of Play,Youtube,@dsrodriguez3135,Astro Bot for the win!! ,1,2 weeks ago,Positive,Happy,astro
State of Play,Youtube,@user-xc5ei9qo6o,Concord trash we want Just single player,1,2 weeks ago,Negative,Angry,concord
State of Play,Youtube,@Knight_warrior_,Lovely PlayStation pls fix your servers why we pay ?,1,2 weeks ago,Positive,Happy,playstation
State of Play,Youtube,@RealEroSennin,Y’all need to quit letting women have higher up positions at PlayStation.,0,2 weeks ago,Negative,Sad,playstation
State of Play,Youtube,@itsmeUsamaT,Loved this show,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@GusGuitarPD,You should be ashamed for the stick drift on the PS5 controllers! It's a SCAM!,0,2 weeks ago,Negative,Sad,
State of Play,Youtube,@adaml5241,Really disappointing to see this pivot to live services. No thank you!!!!,0,2 weeks ago,Negative,Sad,disappointing
State of Play,Youtube,@Katie-hj5eb,Why open with the most insufferable overwatch clone ever?,0,2 weeks ago,Negative,Fear,Overwatch
State of Play,Youtube,@ayozetorres6756,Gracias Play por:,1,2 weeks ago,Negative,Fear,
State of Play,Youtube,@meherenow793,everything but Astro sequel,1,2 weeks ago,Positive,Happy,astro
State of Play,Youtube,@fluffyguy2014,Sly cooper please!!!,3,2 weeks ago,Positive,Happy,
State of Play,Youtube,@ronaldjrlarracas4243,"apart from monster hunter, another year of nothing.",0,2 weeks ago,Positive,Happy,Monster Hunter
State of Play,Youtube,@benson4391,Whoa!! Cant wait to never buy this game ! I m so exited to never play this! This look exactly like what I never wanted to buy! Stop hiring stupid DEI devs! Go woke go broke Sony!,0,2 weeks ago,Positive,Surprise,sony
State of Play,Youtube,@BillB808,"Please Sony bring the HQ back to JAPAN...we want to play Japanese games, made by studios like JAPAN STUDIO, creators like Fumito Ueda. Nobody wants this slop like Concord or whatever that Jade Raymond studio game is (forgot the name as its entirely forgettable). Please stop this nonesense wasting your brand and investent. Xbox is literally in the toilet do not join them there.",0,2 weeks ago,Negative,Sad,xbox
State of Play,Youtube,@herrypottier4201,20:46 look marvel overwatch ,2,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@wenze1989,"OK,they are stranger for me ok? As a stranger. They talk too much, i don’t know they ok? Please let me know who are they and then they talk.",0,1 day ago,Positive,Happy,
State of Play,Youtube,@gureguru4694,huge L apart from MH. 2 overwatch clones? remaster of PS4 game and a konami game LUL.,0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@MrWhiteCross,Well this was underwhelming,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@Creator_officiall19,ASAD QIZILBASH . Uzbeklar bo'lsa bir nima devorilar,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@melanieaudet,NO ONE CARES ABOUT CONCORD!!! Bring us only single player games for a change!!!,0,2 weeks ago,Negative,Sad,concord
State of Play,Youtube,@sakatagintoki277,The worst state of play of all time. it's been a 4 years since PS5 release but there is no AAA that we can play only remakes and sequels are here so sad..,1,2 weeks ago,Negative,Sad,release
State of Play,Youtube,@Garym88, They gave the robot pronouns. What a joke of a game,0,2 weeks ago,Negative,Fear,game
State of Play,Youtube,@logasama,Sony making women ugly once again. They're tiring now. Konami fell very low this time,1,2 weeks ago,Negative,Sad,sony
State of Play,Youtube,@tomcharlton3503,That was all pretty disappointing,0,2 weeks ago,Positive,Happy,disappointing
State of Play,Youtube,@estefangarcia8760,Asia ???,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@666Baby___,Concord looks garbage af,0,2 weeks ago,Positive,Happy,concord
State of Play,Youtube,@xakeralex9337,All games bad dizlayk,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@KOAMastermindOP,Guess ill continue to not get a PS5 heck are al these games. New IPs and less multiplayer please. The market is already heavily saturated with that.,1,2 weeks ago,Negative,Sad,
State of Play,Youtube,@kenaistar1616,No fresh ideas i see,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@ivanw.9886,Well that was really bad,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@ashleyyoung2597,This was so bad. Everything looked horrible.,0,2 weeks ago,Negative,Fear,horrible
State of Play,Youtube,@FreedomFighterAsuka,Do people even care about live service games anymore?,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@mikee405OKC,This looks ,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@ElPatron42069,Days Gone 2 please!!!,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@chibiemo100,Very diverse,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@adrianrenard1262,"Modern gaming is so depressing, this niche hobby is now under the grip of greedy old farts who do not understand what we want and keep putting out trash like this over and over again. We seriously need a new gaming crash just like the 80s so that then the true passionate devs can resurrect it better than ever.",0,13 days ago,Negative,Sad,
State of Play,Youtube,@javierlanatta9767,Stop making hero shooters please,0,2 weeks ago,Negative,Sad,
State of Play,Youtube,@jamesalves8125,Rip Playstation,0,7 days ago,Positive,Happy,playstation
State of Play,Youtube,@Sir_Loin_,Really glad i sold my ps5,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@DarkLordSauronrocks,How the f*ck does this video has 51k likes? Do people just like everyrhing these days?,1,2 weeks ago,Positive,Happy,
State of Play,Youtube,@vinniciusrosa8284,Horrible. We want games like the old ones. Where is the magic of video games? We wanna some epic single player games.,0,2 weeks ago,Positive,Surprise,horrible
State of Play,Youtube,@perryben2631,Well that sucked,1,2 weeks ago,Positive,Happy,sucked
State of Play,Youtube,@carlosgalan5481,Is it me or is PlayStation falling off ?,0,8 days ago,Positive,Happy,playstation
State of Play,Youtube,@dbrite3626,Can’t wait to not play,1,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@rangersnut,Playstation your homework has been graded. You get a C. Can and must do better.,0,2 weeks ago,Positive,Happy,playstation
State of Play,Youtube,@user-xk6zh7yh5e,Sony ??? ?? ???. ??????? ?? pc.,1,2 weeks ago,Positive,Happy,sony
State of Play,Youtube,@gravespells7486,I hope Concord is well supported and proves the haters wrong.,0,2 weeks ago,Negative,Fear,concord
State of Play,Youtube,@nasgor755,Bloodborne?,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@c3ku133,i can se from Cloude Jerome face game is doomed :D,0,2 weeks ago,Negative,Sad,game
State of Play,Youtube,@StopCapN,Keep crying X Box bots the end is nigh,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@idontknow3192,Bloodborne pls,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@packers4life21,"Almost every announcement was trash besides Astro. What happened to 2016, Sony? PS5 hands down the worst generation for Playstation.",0,2 weeks ago,Negative,Angry,playstation
State of Play,Youtube,@ccan_max5285,That was great,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@edymasoul1,"Concord copia barata de Overwatch. Sony das verguenza, un astrobot nuevo y no es para PSVR2. Van en picada con tanto moron liderando la compañia.",0,2 weeks ago,Positive,Happy,sony
State of Play,Youtube,@VipeLP,wo bloodborne?,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@hoplite1311,Concord hard no!,1,2 weeks ago,Negative,Angry,concord
State of Play,Youtube,@Juwy.art95,until dawn remake...,0,2 weeks ago,Positive,Happy,Until Dawn
State of Play,Youtube,@willemdafriend916,Gaming is so cooked.,1,2 weeks ago,Positive,Happy,
State of Play,Youtube,@TheDasco,"Concord is not only DEI trash, it just looks like a bland game. DOA for sure",1,2 weeks ago,Negative,Angry,game
State of Play,Youtube,@NelsonPerianez,Daqui 20 minutos vai na janela põe o dedinho na boca,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@benfubbs2432,concord looks like she/it,0,2 weeks ago,Positive,Happy,concord
State of Play,Youtube,@austinragotzy9328,The greatest game ever made is comming to pc,0,2 weeks ago,Negative,Sad,game
State of Play,Youtube,@Stuff4GeekzStore,"What a pathetic SOP. Besides SH2, I see no reason for people to buy new gen systems. Multiplayer games, and xbox, have ruined games. I'll stick to my retro consoles.",4,2 weeks ago,Negative,Sad,xbox
State of Play,Youtube,@satisfactiongamer7385,"Why even upload this, this was such a useless watch.",0,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@andresramos310,"What has happened to gaming? Xbox can’t release a single quality game, PlayStation has been disappointing since the start of the PS5 generation, and endless half baked live service games with no creativity. Two team pvp games that look like overwatch ripoffs.",0,2 weeks ago,Negative,Sad,xbox
State of Play,Youtube,@pandamonium9255,I'm all for Infiniti Nikki!!!,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@RavenThe20,"Concord-  wow look the animation, the jokes graphic of the rendering video. Nice a open world/space multyplayer rpg, hope theres ship customization  ect… then gameplay starts…. Ok im out thx for same again and again and again 5vs5 multyplayer boring egoshooter",0,2 weeks ago,Positive,Happy,concord
State of Play,Youtube,@mateusgreenwood1096,"Astro is like ""Look at all these beloved IPs we will never use again!""",0,2 weeks ago,Positive,Happy,astro
State of Play,Youtube,@herrypottier4201,"Im sorry but im a gamer that prefers single player narrative over this overstuffed live service games, sony dont be a follower",0,2 weeks ago,Positive,Happy,sony
State of Play,Youtube,@user-xc5ei9qo6o,BLOODBORNE 2???????,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@LETWAIN,Playstation games have went downhill and ive had every Playstation made ,0,2 weeks ago,Negative,Sad,playstation
State of Play,Youtube,@lazycouchman,Dynasty Warriors woo!,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@mikedoe1076,Wat een afging weer! Its Dutch for what a disappointment,1,2 weeks ago,Negative,Sad,
State of Play,Youtube,@ruslanparker6301,Astro bot ,0,2 weeks ago,Positive,Happy,astro
State of Play,Youtube,@EH_1995,Get that live service garbage outta here,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@josefwollersberger1552,This was just sad. Sad and pathetic. ,1,2 weeks ago,Negative,Sad,
State of Play,Youtube,@zachfernandez92,No Sly Cooper or Ratchet. Boring and pointless. The PS5 feels pointless,0,2 weeks ago,Negative,Sad,boring
State of Play,Youtube,@antimaterieatom6494,Honestly everything you show is trash at this point if it isnt bloodborne,0,2 weeks ago,Negative,Angry,Bloodborne
State of Play,Youtube,@BG-fc3em,flat astro bot ? e tu sony ?,0,2 weeks ago,Negative,Sad,sony
State of Play,Youtube,@yitzhakadler,Nice,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@karensusee5010,Concord creators I hope you enjoy unemployment ,1,2 weeks ago,Positive,Happy,concord
State of Play,Youtube,@koolramon2214,Pointless show no more excitement in game announcement anymore useless games no one wants,1,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@feelingfun5149,Behemoth ????? ?? ?????.,0,2 weeks ago,Positive,Happy,behemoth
State of Play,Youtube,@RIOTNOOB,"This game looks like trash (Concord), just copying other games.",0,2 weeks ago,Negative,Angry,game
State of Play,Youtube,@user-bf3go8km8q,Days gone 2,1,2 weeks ago,Positive,Happy,
State of Play,Youtube,@roubov,Marvel rivals vai ser abandonado em 3 2 1,2,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@tomasstreet7803,blah.  kinda lame...  not to take away from the hard work of all those game developers - just nothing stands out this time round.,0,2 weeks ago,Negative,Angry,game
State of Play,Youtube,@eonthebeat589,We need better games flat out ,1,2 weeks ago,Negative,Sad,
State of Play,Youtube,@cod2025,Astrobot that's it,0,2 weeks ago,Positive,Happy,astrobot
State of Play,Youtube,@antona1028,Sly Cooper!,1,2 weeks ago,Positive,Happy,
State of Play,Youtube,@ZeldaLilly330,Yay an Astro Bot game!,0,2 weeks ago,Positive,Happy,game
State of Play,Youtube,@toybirdy,DEI detected Silent hill 2 and that overwatch clone that puts pronouns in teh character select screen,0,2 weeks ago,Negative,Sad,Silent Hill
State of Play,Youtube,@marketlg24,That remake of silent hill 2 is just f awful. This show was dog shi.. but that game is an insult to the original masterpiece,1,2 weeks ago,Positive,Surprise,game
State of Play,Youtube,@antonioleskur6160,Path of exile 2!! ,0,2 weeks ago,Positive,Happy,Path of Exile
State of Play,Youtube,@Luminary2024,This was a terrible set of reveals,0,2 weeks ago,Negative,Fear,
State of Play,Youtube,@mario_luis_dev,this has got to be the worst State of Play yet… and there’s been a handful of really crappy ones already…but this right here is next level bad,0,2 weeks ago,Negative,Sad,State of Play
State of Play,Youtube,@chucknorris8112,Sly 5 pls!! ,0,11 days ago,Positive,Happy,
State of Play,Youtube,@epic_channel1408,Where is Bloodborn on PC!,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@BrutusMaximusAurelius,So I watched that whole trailer for a lame 5v5 game?,3,2 weeks ago,Positive,Surprise,game
State of Play,Youtube,@TheHunter77632,ASTRO BOT who agrees,0,1 day ago,Positive,Happy,astro
State of Play,Youtube,@user-mh4wx1qt6z,Sony stop the live service bs make single player games. Also I don't need Woke infused with my state of play. Disgusting,1,2 weeks ago,Negative,Sad,sony
State of Play,Youtube,@daleadams2407,Is there ANY of these games that anyone is looking forward to??,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@tonygeddes9558,Looking forward to playing Ragnarok on my PC. Currently loving Ghost of Tsushima on max settings in 4K.,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@Valhala2020,Aww another game with no character customization.. pre made characters is lame af please stop,0,2 weeks ago,Negative,Fear,game
State of Play,Youtube,@usernameMOT,"Kids games, DEI, and rereleases...   Nowonder their sales are tanking too.",1,2 weeks ago,Positive,Happy,
State of Play,Youtube,@jamescampisi7716,"Astro Bot, the title they chose to close State of Play with, should have been a release title... Sony, get it together. Oh wait, it's too late.",0,2 weeks ago,Negative,Fear,sony
State of Play,Youtube,@berrex5152,Garbage.. and why would i care about GOW being on pc? This is a ps channel,0,2 weeks ago,Positive,Happy,gow
State of Play,Youtube,@WohaoG,PARAPPA????????,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@Jamesalkerde,Cool,1,2 weeks ago,Positive,Happy,
State of Play,Youtube,@edwinperez249,Well nothing to look forward to.,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@Reinaldaolivares,"Plis , ",0,5 days ago,Positive,Happy,
State of Play,Youtube,@xYuka13,Vocês não se envergonham com isto?,0,2 days ago,Positive,Happy,
State of Play,Youtube,@Jonas-ej7id,15:23 Elden Ring reference?,1,2 weeks ago,Negative,Fear,Elden Ring
State of Play,Youtube,@furizagold,I Will Be On Here One Day,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@thebacklog6556,So glad Playstation doesnt engage with you internet heathens. Great SoP.  thanks for more games to stack on my giant pile of  awesome games I havent even gotten to yet. My wallet n I will see you later,1,2 weeks ago,Positive,Happy,playstation
State of Play,Youtube,@katana221,Parasha,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@LoneWolf_Cub_Ogami_Itto,California ruined this console,1,2 weeks ago,Positive,Happy,console
State of Play,Youtube,@bonzero,the lack of creativity or new ideas here it's concerning... the worst generation of games by far,1,2 weeks ago,Negative,Sad,
State of Play,Youtube,@romlemmon,"Yay, another pvp fps game that gets dominated by cheaters and squeaky voiced s",0,2 weeks ago,Negative,Fear,game
State of Play,Youtube,@MemoirsofaGamer1982,"I love how every character, in every game, all have the same personality and attitude these days.......  Just like all the characters on modern tv and in film too.  They could all be the same voice actors, too.  There's LITERALLY NO variation from one game to the next.  They all stink of Californian politics and diversity hire writers with no talent.",0,2 weeks ago,Negative,Fear,game
State of Play,Youtube,@sidundead13,AstroBot :),2,2 weeks ago,Positive,Happy,astrobot
State of Play,Youtube,@trollereselesel4292,Bloodborne,1,2 weeks ago,Positive,Happy,
State of Play,Youtube,@user-robertrand,Bloodborne,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@catWithFunkyFace,21:15 me when your mom,1,2 weeks ago,Positive,Happy,
State of Play,Youtube,@DrGodzirra,so concord is a high budget uninspired copy of an overdone genre... so so so lame.,1,2 weeks ago,Negative,Fear,concord
State of Play,Youtube,@Aechellies,"Wow this is bad, this is really bad..........",0,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@TyeDye622,Everyone is so negative,1,2 weeks ago,Negative,Sad,
State of Play,Youtube,@grimmprincess2,"Boooo   . What happened to gaming? It's like Hollyweird now. Reboots, Rehashes, and Re-Imaginings. ",0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@meta-nerd,Astrobot without support for the PSVR2 is a slap in the face for all buyers of the headset. Sony seems to have given up on its headset one year after release. What a shame!,0,2 weeks ago,Positive,Happy,sony
State of Play,Youtube,@yrmmishere,"Astro Bot looks pretty awesome, I guess...? Literally the only reason I'd want to get a PS5, ngl",0,2 weeks ago,Positive,Surprise,astro
State of Play,Youtube,@zainalamri985,Worst ever and full of garbage games.i think most of the gamers just interested in monster hunter & astrobot…sony will fall hard,0,2 weeks ago,Positive,Happy,Monster Hunter
State of Play,Youtube,@StevenEwingLobo,State of okay ,0,2 weeks ago,Negative,Sad,
State of Play,Youtube,@Riddletold,DEI injection at its finest.. i just cant bother to care anymore.. ill just not buy instead.,0,2 weeks ago,Negative,Fear,
State of Play,Youtube,@user-bj7yj9hz4l,Astro booom!!!!,0,2 weeks ago,Positive,Happy,astro
State of Play,Youtube,@user-xc5ei9qo6o,Boring where are the single player games?,0,2 weeks ago,Negative,Sad,boring
State of Play,Youtube,@nobleaxiom,Concord team could have cooked an amazing FF7 TFS cross platform console title.,0,12 days ago,Positive,Happy,console
State of Play,Youtube,@Sir.bookum,What a disappointment I only care about GOW & Until Dawn,0,2 weeks ago,Negative,Sad,gow
State of Play,Youtube,@christiancrazy-skydiver-gu739,Yeaa Astro Bot!! ^^ ,0,2 weeks ago,Positive,Happy,astro
State of Play,Youtube,@nobleaxiom,Where is PS5 PRO :/,0,12 days ago,Positive,Happy,
State of Play,Youtube,@douglasmacambira4697,Bad bad bad,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@HitopEiwv,When will Sony release its official games?,0,2 weeks ago,Positive,Happy,sony
State of Play,Youtube,@Pergynter,ASTRO BOT ! they saved the best for last.,0,2 weeks ago,Positive,Happy,astro
State of Play,Youtube,@fahadfaruqi203,Astrobot!!!!!!,0,2 weeks ago,Positive,Happy,astrobot
State of Play,Youtube,@TheWOLF1201,"Im just gonna say it. Im sick of the Hero Shooter, Samurai, PSVR2 Titles, and Knock off FF Games.  Until Dawn and Silent Hill 2 looks to be the only upside of the entire show. But one of those is just a remaster and the other a full remake. Path of exile looks optimistic after Diablo 4 but im not rushing into that whatsoever. Astro Bot would be cool if i was 9yr old again.   This show was a letdown. Hopefully they have more coming this summer",2,2 weeks ago,Positive,Happy,diablo
State of Play,Youtube,@mahmoudhossam6509,L after L after L,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@bonzero,boring cinematics honestly.. cliche superhero stuff,0,2 weeks ago,Negative,Angry,boring
State of Play,Youtube,@Shoonya_000,"Like, seriously guys??? ",0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@AngryApple,Can we have a new Videogame Crash please? Dont wanna play all this live service garbage.,0,2 weeks ago,Positive,Surprise,
State of Play,Youtube,@DeLong1,The vr games looked sick,0,2 weeks ago,Positive,Surprise,VR
State of Play,Youtube,@Knight_warrior_,E2-821130A6 i cant even active my own account,0,2 weeks ago,Negative,Fear,
State of Play,Youtube,@Alpha88439,Shawne ruined it all with his lies ?????,0,2 weeks ago,Negative,Sad,
State of Play,Youtube,@sebaseba360,Dramat ,1,2 weeks ago,Positive,Happy,
State of Play,Youtube,@battlehardened3986,Absolute trash stop with the DEI nonsense just make fun games,0,2 weeks ago,Positive,Happy,
State of Play,Youtube,@adammaxwell8897,I'd be more excited about this if Sony didn't do exclusive games,0,2 weeks ago,Negative,Sad,sony
