"User","Comment","Likes","Date"
"@end1234567","Concord is a bad overwatch knock-off","         ","2 weeks ago"
"@MajorHector","Concord started with a co-op pve game. Seems different from games that are on market today. But now is a totally different game. It's like every fortnite-valotant like game: boring! Thanks Sony","         ","2 weeks ago"
"@ZombieMad01","This was worth silent Hill2 remake annnnd Untill Dawn 2.. the end ","         ","2 weeks ago"
"@ghvxgaming","At 10:10 Am I the only one that thinks someone copied Seer from Apex Legends?","         ","2 weeks ago (edited)"
"@Spielerbros","Concord why Charakter looks like yondu ?","         ","2 weeks ago"
"@indraspeace","Where are the REAL games at","         ","2 weeks ago"
"@stigma8128","This is terrible. Genuinely not one game I am even remotely interested in.","3","10 days ago (edited)"
"@a17yearoldonyoutubeluigi","Slaming my head into a wall over this","         ","2 weeks ago"
"@CodeSe77en","So, Concord is just 5v5 Fortnite?","         ","2 weeks ago"
"@nikshev6007","Only happy for mhWilds. Everything else look shiny, but, tbh, most of it also look incredibly mid.","         ","2 weeks ago"
"@tomatosoup9120","So we're just gender swapping Galactus now? And basically making her sound like the generic English dubbed anime character ","         ","2 weeks ago"
"@lurkzie","Sony: Can't wait for the Playstation community to see this latest SOP they're really going to love the games were working on  The comment section: ","         ","2 weeks ago"
"@thstrngrya","clone of overwatch 50 games copy of souls, silent hill 2 that looks from ps3, the game about de ps robot...? a genshin impact copy? EVERYTHING IS A COPY, thats crazy play station...","2","2 weeks ago"
"@ERIKPEREZ80","Another FPS and service Game with ""surprise mechanics""? COME ON SONY!!! don't your learn?","         ","2 weeks ago"
"@lilivier","Astrobot looks awesome ","         ","2 weeks ago"
"@CeadusSunblaster","Opening your presentation, with the latest live-service grift is… bold.","         ","13 days ago"
"@Julio_Gomes","I thought concord was pretty ok until they talked about all the cutscenes and overarching arcs.   These people want everything. They want to make am arcade 5x5 AND for us to care about the characters. R6 lore is not the reason people play r6.","         ","2 weeks ago"
"@MrOskaren","Yaaaay! Astro!!! Let's gooo!","1","2 weeks ago"
"@connorscortex","Almost 10 minutes talking about 1 game which is basically just another Overwatch clone, the biggest downfall of the PlayStation 5 is the lack of games","         ","2 weeks ago"
"@nnoitora9439","Too bad Astrobot is not a VR game, after Rescue Mission it's a shame to release new game on flat. No interested at all, give me VR-version","         ","2 weeks ago"
"@Knight_warrior_","And there is no support at all","         ","2 weeks ago"
"@biglebonski","Guess my next game is still gonna be gta 6.","         ","2 weeks ago"
"@chrisharmon1985","The only thing interesting was infinity Nikki,silent hill, and astro bot.","         ","2 weeks ago"
"@johnnybui2058","i definitely wont be playing concord","         ","2 weeks ago"
"@brain_jones","The new Silent Hill model looks strkingly similar to that woman (?) Shawn whatever.","         ","2 weeks ago"
"@khemistrytheredplanet","Why is the assumption that anything to do with a live service game is bad? Concord doesn't look bad at all... And i prefer single player action adventure over almost anything multiplayer. But why would a giant like PlayStation NOT try their hand at some GAAS IP's. They already know what their bread and butter is..","         ","2 weeks ago"
"@deadshot634","Garage…, they even ruined silent hill…","         ","2 weeks ago"
"@XxThatGuyOverTherex1","Why is the Palico speaking.","         ","2 weeks ago"
"@ChouaibBourahla-sg8mi","monster hunter is a chaos game","         ","2 weeks ago"
"@TopFix","HERE'S YOUR GAMES BRO: astrobot","         ","2 weeks ago"
"@martinswalk","Eu vendi meu play5 e comprei um xbox Jogos com melhor custo-benefício","         ","2 weeks ago"
"@user-qm5cq6jq6x","This new Mario game looks nice. ","         ","2 weeks ago"
"@Reinaldaolivares","PlayStation network hagan un software donde puedan traducir discos de PlayStation 3","         ","5 days ago"
"@karensusee5010","When are you gonna finally buy Pokémon and bring it to console  that would blow minds","         ","2 weeks ago"
"@ThePrecipice66","Hope you like live service games and JRPGs because you're out of luck if you don't.","         ","2 weeks ago"
"@Kingadamstar","I am so happy I am not a gamer right now.","         ","2 weeks ago"
"@machinainc5812","IMO Nothing really to be excited about. Apart from maybe Ragnarok on PC (already played on console). Very weak SoP","         ","2 weeks ago"
"@nguyenphuc3161","Where is our bloodborne pc ?","         ","2 weeks ago"
"@Liliana-cl3qw","Well concord game 11 min in its on pc next gow pc great start for ps presentation right","         ","2 weeks ago"
"@Sky._-","Skip to 33:17 you’re welcome","         ","2 weeks ago"
"@Ibogaman","33:40 is that ps5 pro? ","         ","2 weeks ago"
"@user-in3mx8tq3j","I know even an ounce of originality is a lot to ask for these days, but Concord might be the most shamelessly derivative piece of media I've ever seen.","         ","2 weeks ago"
"@dusermiginte4647","Arent all of these games also ob Xbox except astrobug?","         ","2 weeks ago"
"@JabbatheHut5","Silent Hill 2?! How about Silent Hill  1 ?","         ","2 weeks ago"
"@GamerSims930","Until Dawn coming at fall?! I so excited ","         ","2 weeks ago"
"@jagjeetsinghyt1","Interested in astro bot ","         ","2 weeks ago"
"@shogunfox7141","I sound like Joey (from Friends) on Pyramid game show with Congress as a topic: PASS.....PASS.........UMMM, PASS..........PASS.....PASS.............PASS!!!","         ","2 weeks ago"
"@SCMabridged","Astro Bot and Infinity Nikki were the only games that seemed even slightly interesting. Concord looks absolutely terrible, they should just trash the game now.","1","2 weeks ago"
"@4HYRULEM4STER","So glad jabba the hut could host this event","         ","2 weeks ago"
"@Jab-Cajun91","Sony, GET UP! GET THE F UP, Sony!!!!","         ","2 weeks ago"
"@BlueFlamer-vq1iv","PlayStation: so uh...you guys want some exclusive remasters from 2015? How bout some PS4 games in 8k!   (Sony slave whispers 8k isn't a thing the PS5 can do)   Playstation: ah  ...you kids want some interactive films?","         ","1 day ago"
"@loufromdabx","Monster hunter looks incredible!! Concord ","1","2 weeks ago"
"@RobUnwraps","So the cinematic trailer wants to be a guardians of the galaxy rip off? Got it.","         ","2 weeks ago"
"@XW1NT3RXS0LD13RX","skydance games? 20th century games? lol whats next miramax games? it seems movie studios are trying to get into the gaming industry, i guess if the cinema industry was so great they wouldnt have ventured into a totally different industry lol","         ","2 weeks ago"
"@ShadowSkyHawk","Astro Bot stole the show.","         ","2 weeks ago (edited)"
"@E-Zero900","14:16 sounds like Mario odyssey music","         ","2 weeks ago"
"@Hamza8349","Character designer could have focused more energy on creating cool character designs rather than activism and being embarrassed of his own skin colour. He did terrible character designs.","1","2 weeks ago"
"@shuaili5334","so none of the games are made with unity","         ","2 weeks ago"
"@frankstorm7902","astrobot rulez.. seems to be a new mario aaa but in vr","         ","2 weeks ago"
"@Maleklum","is this some kind of out of season april's fool?","         ","9 days ago"
"@thesonicchannelrerun2057","Thanks for wasting our time","2","2 weeks ago"
"@SamRobinson-lg3fi","Silent Hill 2, Astrobot and that path of Exile couch co op game  everything else was just meh","         ","2 weeks ago (edited)"
"@hoplite1311","Never saw a poorier State of Play,honor to Astro Bot.","         ","2 weeks ago"
"@SerRuzen","I look forward to see the great Ps plus content you're promising, and not more irrelevant games such as SpongeBob Squarepants like this month.","         ","2 weeks ago"
"@marcel8330","I am hayped for astro bot ","1","2 weeks ago"
"@McQueenLightning-zd7vz","Where is Kingdom Hearts 4?","         ","2 weeks ago"
"@3dbob891","Why do sound and look 80% of all trailers like Elden Ring? Are they lacking so much creativity to come up with their own ideas? Plagiarism is for me the number one thing to sort out games I want to play from games I don't want to play. Lack of creativity always also shows in gameplay.","         ","2 weeks ago"
"@Michael_Afton40","Silent hill 2: Single-player Every other game showcased: Live-service ","         ","2 weeks ago (edited)"
"@erojzmmo2661","The moment you nearly doubled PS plus while we're already dealing with horrible inflation is when you lost me PlayStation. Remember when playing online on a PlayStation was free? I do but now I'm done with consoles. We already pay for Internet and then again for the console, then again for the games and again for PS plus sub which you keep jacking the price up. Greedy bs.","         ","2 weeks ago"
"@zalgradis6269","Games for gamers created by non-gamers in a nutshell","1","2 weeks ago"
"@aganbraganca4156","please sony no more shooting games and online multiplayer i am tired of this","         ","2 weeks ago"
"@tehabi","So could someone tell me why Galactus destroyer of worlds was turned in a teenage girl. A nice one on tip of that?","         ","2 weeks ago"
"@kevinchavarria6810","Astro bot reminds me of sack boy","         ","2 weeks ago"
"@SomeRandomGuy369","Astro bot destroyed Mario. I think it destroyed every game ever period. Dynasty warriors was pretty epic too. Maybe that sundance game in vr. Everything else looks terrible. Sorry game devs.","         ","2 weeks ago"
"@user-hp6oc7fn1d","Sony have a jewel in their crown and don't even know how to use it!  VR!   I wish I could speak to someone in their development department.  I can help them shift VR units!","         ","13 days ago"
"@makik9664","2 overwatch clone.. Very original..","         ","2 weeks ago"
"@Manfrertt","State Of PC .. Thanks Sony, I don't need to have a PS5 anymore ","         ","2 weeks ago"
"@Gangdump","Sony- Jim Ryan is gone now. It’s okay, you can now run the company like a proper business.","         ","2 weeks ago"
"@MrBreakthompson","Concord is a game 10 years too late and looks like a Guardians of the Galaxy rip-off. A game truly made for all the wrong reasons.","         ","2 weeks ago"
"@stilianneznam5057","Well i am going to say some games are cool other atliat the trying and maybe we will like it and also we see marvel game,silent hills and deadlock from valve and maybe others too a little interesting","         ","2 weeks ago"
"@kgblitz1294","This was trash, I give it a D minus.","3","2 weeks ago"
"@kevinarevalo9997","is looking like is only Nintendo is trying to make video games now days. ","         ","15 hours ago"
"@Windingify","if they continue down this path of boring multiplayer stuff, live service and such, the industry will fall apart. Everything looks and feels the same. Nice graphics ´cant cut it alone.","         ","2 weeks ago"
"@user-xc5ei9qo6o","Why silent Hill 2 has PS3 graphics?????","         ","2 weeks ago (edited)"
"@praisejeebus7544","Not only have we oversaturated the game community with garbage pvp shooters, but increasing the price of ps+ but over 30% is absolutely disgusting. I and probably a dozen of my friends got rid of our subscriptions because of it. The state of play, is a state of failure.","         ","2 weeks ago"
"@user-xg5qk8fm4t","ASTROBOT - this is the BEST game!","         ","2 weeks ago"
"@dusermiginte4647","Lol what a joke. I sold my ps5 and bought a Xbox Series X, what an upgrade, and they have games.. You cant beat Game Pass!","         ","2 weeks ago"
"@carlodimaandal","Just another random comment expressing disinterst for Concord.","         ","2 weeks ago"
"@BengalaFraca","I swear i though I was watching an Xbox stream","         ","2 weeks ago"
"@minus0ne-yT","s0 nothing to play all summer! Got it, ill go touch grass.","         ","2 weeks ago"
"@elcanaldechris6350","HORRIBLE TODO  SOY USUARIO DE PLAY STATION Y HASTA AHORA NO SALIO NI UN JUEGO  QUE ME LLAME LA ATENCION","         ","2 weeks ago"
"@paulrahul2035","basically valorant remastered","         ","2 weeks ago"
"@jonataswfs","WE DONT WANT FPS AND ONLINE GAMES ANYMORE SONY!!!!!","         ","2 weeks ago (edited)"
"@machinainc5812","Tired of “live services”. That Concord intro got me so excited for a narrative single player in space only to be let down by a Destiny PvP wannabe live service. ","         ","2 weeks ago"
"@PJWooperIsBack","I WANT PATAPON 4","         ","2 weeks ago"
"@ITACHI9005","How about Devil May Cry 6!!","         ","2 weeks ago"
"@Oppositesleeper","And astrobot steals the show!","         ","2 weeks ago"
"@Jitryuck-cu7qi","little nightmares 3?","1","2 weeks ago"
"@soerabajah9673","Can't wait for Marvel Overwatch ","         ","2 weeks ago"
"@jojosullen4490","No marvel spider man 2 dlc","         ","2 weeks ago"
"@nik-v8pesboi625","Please Sony, realize that you are the bad guy.","         ","2 weeks ago"
"@xacvhFAs","Only game I’m interested in is Silent Hill 2 remake everything else","         ","2 weeks ago"
"@beeguyasai3549","ok I entered and see like dislike ratio to be 48k/20k, I quit, save me 30 minutes of time, LOL","         ","2 weeks ago"
"@grzegorzka5898","Sigle player games rulez!","         ","2 weeks ago"
"@PhantomGamerXYT","So no Spider-Man 2 a game people actually want to see wow how disappointing","         ","2 weeks ago"
"@ttank8082","Show was very meh until Silent Hill II and new Astro Bot","         ","2 weeks ago"
"@michaelfeldman6628","Yet another underwhelming series of announcements.","         ","9 days ago"
"@thesatanicflame","Astrobot best game. PERIOD.","         ","2 weeks ago"
"@diegoaugusto6769","Poxa Sony cadê o Wolverine ","         ","2 weeks ago"
"@klemmonade","PlayStation should honestly just stop working on live service games,  Every company should stop making new ones.","         ","2 weeks ago"
"@ViperBitenESP","LOL Concord looks like a free to play overwatch clone...yawn","         ","2 weeks ago"
"@mc5649","When are devs going t o learn....history has not been kind to clones of live service games. I have a feeling Concord is gonna bomb. Another game nobody asked for and so many games they could do, that they dont.","         ","2 weeks ago"
"@mirkomiccione4559","Where are spider man 2 dlc?!","         ","2 weeks ago"
"@sligen","Mostly live service games smh. No wonder Nintendo is killing it while Sony and Xbox struggle...","         ","2 weeks ago"
"@skillteridge259","Bring back sly Cooper","         ","2 weeks ago"
"@dusermiginte4647","Daum, now I feel bad for all the poonies being poonies when they only get served trash from trash.","         ","2 weeks ago"
"@hexabear8311","That was the worst State of Play in a long time.  Live Service Games without a singleplayer component, Games we have played years ago,  VR games for a uni almost no one has.  Thoroughly dissapointing showing.","         ","2 weeks ago"
"@Saikopath8317","So Overwatch Wish version of Temu with pronouns? Nah. Not waisting my money on this.  When I play a game, I play to escape reality, not have DEI agendas forced down my throat. Plus what do pronouns matter in a shooter? It never mattered in Doom, Quake, Halo, or Call of Duty or any shooter.","1","2 weeks ago"
"@the_hiroman","Can't believe how lame these games now have become. Thank goodness for past games and emulation.","         ","2 weeks ago"
"@jjw8306","Why did I buy a playstation 5","         ","2 weeks ago"
"@highscore440","No new psp ?","         ","2 weeks ago"
"@furizagold","i will watch later","         ","2 weeks ago"
"@theloneguardian2736","Well that was underwhelming","         ","2 weeks ago"
"@Skullface470","Please no more live service games SONY.","         ","2 weeks ago"
"@sweetknight808","came back just to down vote... what a stinker.  They didn't even have the nerve to trick us with fake gameplay..","1","2 weeks ago"
"@antonyjames4698","why are these state of plays always so chalk full of crappy vr games anymore?","1","10 days ago"
"@isabella.oliveira9039","Não sei o tema o código.  🇧🇷🇧🇷","         ","2 weeks ago"
"@seanturner1197","Nice ! Too bad I can't play these games because : 1. Ps5 still costs two kidneys and a lung. 2. I live in one of the many countries where I can't open a psn account. Not would I Want to play these games tainted with nonsensical ideas that have no basis in reality.","         ","2 weeks ago"
"@deeem7298","Having Astrobot without VR is a huge slap in the face to day one adopters of PSVR1 and 2. No chance I buy a new Astro bot without vr support.","1","11 days ago"
"@ChunkyNSlim","Concord actually looks solid","1","2 weeks ago"
"@c1979h","Alot of Xbox bound games in this state of play....","         ","2 weeks ago"
"@GamingWithT1C3","State of ""Ha Ha"" (Melvin Voice)","         ","2 weeks ago"
"@robin5055","So no spider man 2 dlc","         ","2 weeks ago"
"@RuzakyNOD","So live service guardians of the galaxy meh...","1","2 weeks ago"
"@DalekSecSpeaks","PC gamer here who hasn't owned or wanted a console since PS2. If you want PC gamers to buy your products, you'll have to drop the PSN requirements. Period. If you haven't noticed, we talk to each other, and now we collectively boycott companies who think they can shove trash down our throats while holding both hands out for our cash. You may not have our personal info just so you can sell it. We will not comply, especially for single player games that have zero reason to be live service. Learn to use the controls Steam has in place, or get used to losing money. Stop selectively censoring content and pushing horrible, leftist ideology. We have a right to normalcy and privacy, and we will collectively break you if you continue to treat the majority of your player base like we're morons. Have a great day.","         ","2 weeks ago"
"@aspera015","its over for singleplayer gigachads","         ","2 weeks ago"
"@justinhcmu","Playstation State of Play... Coming to PC.... ???","         ","2 weeks ago"
"@marekh.3449","I am so tired of PC port, PC port and Pc port. Instead of working of new IP games or gamez like GoT 2, Days Gone 2, Sekiro 2, just remakes and PC port.","         ","2 weeks ago"
"@MahmoudMoustafa-xz3un","The absolute state of Play","         ","2 weeks ago"
"@IMightJustGetMe","Literally the worst state of play by far! No big announcements, no surprises, nothing we want at all (except astro)........ With Xbox failing as bad as it is right now, you'd have thought Sony would have taken this time to put a nail in it's coffin, but instead...... it's like it's trying to compete with them for who can fall the hardest! Very disappointed.","         ","2 weeks ago"
"@tommytelstar","This was a live Service and PC show. Sony frequent contempt for its own fans is ongoing. And Sony desperation to fill the multi=player vacuum is embarrassing. The PR sham of starting a  5v5 game like it's a Sony style single player game is transparent BS. Sony is scum and always will be. Just like the other 2 platforms.","         ","2 weeks ago (edited)"
"@G-ForceLogic","Another fps live service,, yah","1","2 weeks ago"
"@SketchyFPS","This was...sad lol","1","2 weeks ago"
"@AliMalik-ft2qc","Wow this game is amazing","         ","2 weeks ago"
"@weedybitz420","Woow so besides psvr2 games and monster hunter wilds playstation basicaly has nothing this years..... glad i have an xbox this year lool","         ","2 weeks ago"
"@JamalJohnson177","Honestly this is pretty disappointing I don’t see myself buying any of these","         ","2 weeks ago"
"@Josedinho_-","Asad Qizilbash needs to get fired","         ","2 weeks ago"
"               @raggilsuliza             ","Yo what?? hahaha These games are not even better than Shadow of Colossus remastered on PS4.","         ","2 weeks ago"
"@ashufo6272","better make new KILLZONE multiplayer game!!!!","         ","2 weeks ago"
"@bercerus","9:50   Yeah..... at top right.   we need to see character's pronoun at character selection screen.   so players will not misgender them.","1","2 weeks ago"
"@bobboberson6792","Who is Infinity Nikki even for lol","         ","2 weeks ago"
"@vandibox","The absolute state of play","         ","2 weeks ago"
"@jordanbtucker","Probably the worst State of Play I've ever seen.","1","2 weeks ago"
"@RawWrath","I'm so glad I moved on to PC when ps5 cameout the ps5 lineup of games has been trash","         ","2 weeks ago"
"@ACoolKidNamedSir","People will always find a way to complain lol Monster Hunter Wilds, Astrobot and Marvel Rivals looked great.","2","2 weeks ago"
"@splayzer","Massive L! Seriously, at what point studios will start to learn from past failures? Concord and Marvels Overwatch, two heavily DEI products that absolutely no one is asking for, almost guaranteed DOA! The market is oversaturated with MTP live services garbage, I guess these people don't see what is happening with SSKTJL. Scroll through the comments: people are more excited for Astro Bot than anything else that was shown here, that should tell you enough! This is really one of the worst generations of gaming we're living in! Absolutely dreadful. Pathetic is an understatement...","         ","2 weeks ago"
"@engagingweirdo","The only w’s I see from this showcase were gow, until dawn, Astro bot, and silent hill 2. Other than that, I may not watch another state of play, it’s becoming a waste of my time. Live service is ruining the gaming industry bcuz of how their doing it","         ","2 weeks ago"
"@rex7a","What the F happened to Angela","         ","2 weeks ago"
"@ottolehto","Disappointing, bland, soulless. The state of play is weak. Nothing new or unpredictable. Even Astro Bot, the only highlight, was not announced for PSVR2 in another huge disappointment. Sony needs to rethink its direction!!","1","2 weeks ago"
"@BrysonOllis","TBH…I’m actually disappointed fr ","         ","2 weeks ago"
"@EvilWorldOfGreed-do1ox","Playstation State Of Play is that consoles are seriously lacking in CPU and GPU compute power, slowing the progress of PC gaming to a snails pace. You can witness this simply by the typical slashers on show here and in all open world games. There are only a pathetic one or three NPC's using asset instances rendered to be animated on screen at one time hence the CPU and GPU compute power is seriously lacking. Games are released for the least hardware capable devices being consoles for compatibility reasons. For this reason consoles are slowing down more capable PC hardware gaming. It's a joke that in 2024 games cannot render varied animated worlds with thousands of varied fully animated game assets all with different proportions without the need for copied game asset instancing.","         ","2 weeks ago (edited)"
"@IAMNOTRANA","ONE GAME.","         ","2 weeks ago"
"@dtmxploaded","I'm trying to think of what stood out. ️","1","2 weeks ago (edited)"
"@motherbrainisthename","Concord is possibly the most generic and boring looking game revealed in a long time. I'm excited for Astro though. Maybe one day Asobi will make a new Ape Escape game. A guy can dream.","         ","2 weeks ago"
"@splsila","Assim marca o fim de uma história jogando com um sony","         ","2 weeks ago"
"@Magnisus","PSN in Balkan countries please.","         ","2 weeks ago"
"@akatsuki0","Angry Karen's are going out of control in every game these days","         ","2 weeks ago"
"@emptyshogun","Eastern devs are really carrying the industry on their back right now","3","2 weeks ago"
"@dassbear","dynasty warriors big W","         ","2 weeks ago"
"@alexiosCZ94","TOTAL DISAPPOINTMENT. What the f*ck Sony?!!  We are all really excited about the announcement of GoW Ragnarok on PC at Sony's State of Play (Irony)... Think for yourself, Sony. Ridiculous.","         ","2 weeks ago (edited)"
"@dusermiginte4647","State Of Decay. (Not the videogame).","         ","2 weeks ago"
"@CatdaddyM","Gen Z Fortnite looking Live service games are coming.. face it shareholders, the results are in, this formula ain’t working anymore.. Go back to focusing on single player games.","         ","2 weeks ago (edited)"
"@Brit-One","Well that was a waste of time, nothing looked that interesting","1","2 weeks ago"
"@manuelnobile2070","Ci siamo pronti","         ","2 weeks ago"
"@CeeDoubleYou3","Why waste this platform to announce a rerelease of a 10 year old game (Until Dawn)? Dumb","         ","2 weeks ago"
"@filmnmusic1","This was the most pathetic State of Play ever. I am officially done with Playstation.","1","2 weeks ago"
"@jacobdelvalle7174","Like where are the ps5 games.... this was the the worst state of play like so boring.","1","2 weeks ago"
"@Caapcom01","Overall it was oke","1","2 weeks ago"
"@DaBoyToday","No gta6 why ","         ","2 weeks ago"
"@Krhys1","State of Decay, more like","1","2 weeks ago"
"@YeTism","Astro bot carried","         ","2 weeks ago"
"@diegorafael000","where is bloodborne sony?!","         ","2 weeks ago"
"@dannymusic47","Best game shown was Slient hill thats it ","         ","2 weeks ago"
"@DarkLordSauronrocks","Chat how many dislikes does this video have?","         ","2 weeks ago"
"@braxtondeleeuw6563","So no spider man dlc or wha","         ","2 weeks ago"
"@HIGHRISE_481","Everything sh** except Concord","         ","2 weeks ago"
"@Adrimmm","Wheres LittleBigPlanet or Sackboy? ","         ","2 weeks ago"
"@Idrcatall","You know they really fell off when Astro is their only decent game in the whole state of play enough of this multiplayer era!!! I blame fortnite","         ","2 weeks ago"
"@MadKurama99","Less then 120 fps ,not gonna buy a single one. Only gonna play poe 2.","         ","2 weeks ago"
"@X_POGO_GAMER_X","DISAPPOINTING.  Xbox are leagues ahead of PlayStation","         ","2 weeks ago"
"@dsrodriguez3135","Astro Bot for the win!! ","         ","2 weeks ago"
"@user-xc5ei9qo6o","Concord trash we want Just single player","         ","2 weeks ago"
"@Knight_warrior_","Lovely PlayStation pls fix your servers why we pay ?","         ","2 weeks ago"
"@RealEroSennin","Y’all need to quit letting women have higher up positions at PlayStation.","         ","2 weeks ago"
"@itsmeUsamaT","Loved this show","         ","2 weeks ago"
"@GusGuitarPD","You should be ashamed for the stick drift on the PS5 controllers! It's a SCAM!","         ","2 weeks ago"
"@adaml5241","Really disappointing to see this pivot to live services. No thank you!!!!","         ","2 weeks ago"
"@Katie-hj5eb","Why open with the most insufferable overwatch clone ever?","         ","2 weeks ago"
"@ayozetorres6756","Gracias Play por:","         ","2 weeks ago"
"@meherenow793","everything but Astro sequel","2","2 weeks ago"
"@fluffyguy2014","Sly cooper please!!!","         ","2 weeks ago"
"@user-dq9jm1cl2o"," ","         ","6 days ago"
"@ronaldjrlarracas4243","apart from monster hunter, another year of nothing.","1","2 weeks ago"
"@benson4391","Whoa!! Cant wait to never buy this game ! I m so exited to never play this! This look exactly like what I never wanted to buy! Stop hiring stupid DEI devs! Go woke go broke Sony!","2","2 weeks ago"
"@BillB808","Please Sony bring the HQ back to JAPAN...we want to play Japanese games, made by studios like JAPAN STUDIO, creators like Fumito Ueda. Nobody wants this slop like Concord or whatever that Jade Raymond studio game is (forgot the name as its entirely forgettable). Please stop this nonesense wasting your brand and investent. Xbox is literally in the toilet do not join them there.","2","2 weeks ago"
"@herrypottier4201","20:46 look marvel overwatch ","         ","2 weeks ago"
"@wenze1989","OK，they are stranger for me ok? As a stranger. They talk too much, i don’t know they ok? Please let me know who are they and then they talk.","         ","1 day ago"
"@gureguru4694","huge L apart from MH. 2 overwatch clones? remaster of PS4 game and a konami game LUL.","1","2 weeks ago"
"@MrWhiteCross","Well this was underwhelming","         ","2 weeks ago"
"@Creator_officiall19","ASAD QIZILBASH . Uzbeklar bo'lsa bir nima devorilar","         ","2 weeks ago"
"@melanieaudet","NO ONE CARES ABOUT CONCORD!!! Bring us only single player games for a change!!!","         ","2 weeks ago"
"@sakatagintoki277","The worst state of play of all time. it's been a 4 years since PS5 release but there is no AAA that we can play only remakes and sequels are here so sad..","         ","2 weeks ago"
"@Garym88"," They gave the robot pronouns. What a joke of a game","1","2 weeks ago"
"@logasama","Sony making women ugly once again. They're tiring now. Konami fell very low this time","1","2 weeks ago"
"@tomcharlton3503","That was all pretty disappointing","1","2 weeks ago"
"@estefangarcia8760","Asia ???","         ","2 weeks ago"
"@666Baby___","Concord looks garbage af","1","2 weeks ago"
"@xakeralex9337","All games bad dizlayk","1","2 weeks ago"
"@KOAMastermindOP","Guess ill continue to not get a PS5 heck are al these games. New IPs and less multiplayer please. The market is already heavily saturated with that.","         ","2 weeks ago"
"@kenaistar1616","No fresh ideas i see","         ","2 weeks ago"
"@ivanw.9886","Well that was really bad","         ","2 weeks ago"
"@ashleyyoung2597","This was so bad. Everything looked horrible.","         ","2 weeks ago"
"@FreedomFighterAsuka","Do people even care about live service games anymore?","         ","2 weeks ago"
"@mikee405OKC","This looks ","         ","2 weeks ago"
"@ElPatron42069","Days Gone 2 please!!!","         ","2 weeks ago"
"@chibiemo100","Very diverse","         ","2 weeks ago"
"@adrianrenard1262","Modern gaming is so depressing, this niche hobby is now under the grip of greedy old farts who do not understand what we want and keep putting out trash like this over and over again. We seriously need a new gaming crash just like the 80s so that then the true passionate devs can resurrect it better than ever.","         ","13 days ago"
"@javierlanatta9767","Stop making hero shooters please","         ","2 weeks ago"
"@jamesalves8125","Rip Playstation","1","7 days ago"
"@Sir_Loin_","Really glad i sold my ps5","         ","2 weeks ago"
"@DarkLordSauronrocks","How the f*ck does this video has 51k likes? Do people just like everyrhing these days?","         ","2 weeks ago"
"@vinniciusrosa8284","Horrible. We want games like the old ones. Where is the magic of video games? We wanna some epic single player games.","         ","2 weeks ago"
"@perryben2631","Well that sucked","1","2 weeks ago"
"@carlosgalan5481","Is it me or is PlayStation falling off ?","         ","8 days ago"
"@dbrite3626","Can’t wait to not play","         ","2 weeks ago"
"@rangersnut","Playstation your homework has been graded. You get a C. Can and must do better.","         ","2 weeks ago"
"@user-xk6zh7yh5e","Sony уже не тот. Перешел на pc.","         ","2 weeks ago"
"@gravespells7486","I hope Concord is well supported and proves the haters wrong.","1","2 weeks ago"
"@NoraNora-bz9nq","اين العاب PS4 لماذا الألعاب كلها ل PSVR2 وPS5","         ","2 weeks ago"
"@nasgor755","Bloodborne?","         ","2 weeks ago"
"@c3ku133","i can se from Cloude Jerome face game is doomed :D","         ","2 weeks ago"
"@StopCapN","Keep crying X Box bots the end is nigh","         ","2 weeks ago"
"@idontknow3192","Bloodborne pls","         ","2 weeks ago"
"@packers4life21","Almost every announcement was trash besides Astro. What happened to 2016, Sony? PS5 hands down the worst generation for Playstation.","         ","2 weeks ago (edited)"
"@ccan_max5285","That was great","         ","2 weeks ago"
"@edymasoul1","Concord copia barata de Overwatch. Sony das verguenza, un astrobot nuevo y no es para PSVR2. Van en picada con tanto moron liderando la compañia.","1","2 weeks ago"
"@VipeLP","wo bloodborne?","1","2 weeks ago"
"@hoplite1311","Concord hard no!","         ","2 weeks ago"
"@Juwy.art95","until dawn remake...","         ","2 weeks ago"
"@willemdafriend916","Gaming is so cooked.","         ","2 weeks ago"
"@TheDasco","Concord is not only DEI trash, it just looks like a bland game. DOA for sure","         ","2 weeks ago"
"@NelsonPerianez","Daqui 20 minutos vai na janela põe o dedinho na boca","         ","2 weeks ago"
"@benfubbs2432","concord looks like she/it","1","2 weeks ago"
"@austinragotzy9328","The greatest game ever made is comming to pc","         ","2 weeks ago"
"@Stuff4GeekzStore","What a pathetic SOP. Besides SH2, I see no reason for people to buy new gen systems. Multiplayer games, and xbox, have ruined games. I'll stick to my retro consoles.","         ","2 weeks ago (edited)"
"@satisfactiongamer7385","Why even upload this, this was such a useless watch.","         ","2 weeks ago"
"@andresramos310","What has happened to gaming? Xbox can’t release a single quality game, PlayStation has been disappointing since the start of the PS5 generation, and endless half baked live service games with no creativity. Two team pvp games that look like overwatch ripoffs.","         ","2 weeks ago (edited)"
"@pandamonium9255","I'm all for Infiniti Nikki!!!","         ","2 weeks ago"
"@RavenThe20","Concord-  wow look the animation, the jokes graphic of the rendering video. Nice a open world/space multyplayer rpg, hope theres ship customization  ect… then gameplay starts…. Ok im out thx for same again and again and again 5vs5 multyplayer boring egoshooter","         ","2 weeks ago (edited)"
